text,label
"-----------------------------------------------------------------------------
        ""Sehr geehrte Damen und Herren,
        ermutige ich Sie, sich an unserem zukünftigen Veranstaltung zum Erforschen der neuesten Entwicklungen in unserer Branche zu beteiligen. Wir versprechen einen vielseitigen Vortragprogramm und eine zahlreiche Möglichkeiten zum Austausch mit unseren Führungskräften und Experten. Ich freue mich, Ihnen hierbei in meiner Funktion als Moderator zum Verfügen zu stehen.
        Vielen Dank für Ihre Teilnahme und ich Freue mich auf Sie!""
        Dear Ladies and Gentlemen,",1
"¡Con gran honor y agradecimiento, expreso mi deseo de cumplir de nuestra colaboración. Aseguro de que mi trabajo será de la mayor calidad y cumpliré con el plazo establecido. Agradezco el confianza en mí y estoy orgulloso de tener esta oportunidad de servirlo. ¡Muchas gracias!
        Translation in English:
        With great honor and gratitude, I express my desire to fulfill our collaboration. I assure you that my work will be of the highest quality and I will meet the established deadline. I thank you for the trust you have placed in me and I am proud to have this opportunity to serve you. Thank you very much!",1
"-----------------------------------------------------------------------------
        An die liebe öffentlichkeit,
        es muss mit kraft und einsatz gehandelt werden, um die durch den globalen wärmeklimawandel verursachten katastrophen zu verhindern. die menschen müssen sich der ernsthaftigkeit der situations bewusst sein und handeln, bevor es zu spät ist.
        wir bitten alle, sich von ihrer zukünftigen haltung in dieser krisensituation zu überlegen und sich zu engagieren, um eine bessere zukunft für alle zu gestalten.
        mit besten wünschen,
        gruppenvertretung für das okologische ausrichtungsfonds",1
"""Le directeur général de la compagnie a exprimé sa profonde gratitude aux membres de son équipe pour leur loyauté, leur détermination et leur engagement during these challenging times. Il a souligné l’importance de se tenir unis afin de relever ensemble ces obstacles. Il a également fait mention de ses projets à long terme, et a sollicité le soutien de chaque représentant pour leur réalisation.""
        ""The general manager of the company has expressed his deep gratitude to the members of his team for their loyalty, determination, and commitment during these challenging times. He emphasized the importance of staying united to overcome these obstacles together. He also mentioned his long-term projects and solicited the support of each representative for their realization.""",1
"¡Venimos a ti! Quieres conocer una nueva serie de terror con un argumento que hará saltar la piel? Te recomendamos ""La Casa de Papel"". Es una serie de Netflix que cuenta la historia de un grupo de ladrones que están secuestrando la Casa de la Bodega Española, con el objetivo de robar dos mil millones de euros y evadirse de la justicia. ¡Es una mezcla de terror, suspenso y acción que te mantendrá en suspenso desde el primer episodio hasta el último! ¡Te recomendamos no dar una oportunidad a este show. ¡Miralo ya!",0
"‍
        ""Hey there! Ever thought about upping your fitness game? No more excuses! Just lace up those sneakers, set your favorite playlist, and let's conquer that run. It's all about baby steps, consistency, and that after-workout glow. Don't forget to share your progress with us, we're cheering you on! 💪🏾🏃‍♀️🏋️‍♂️""",0
"Выражаем благодарность Вам за важный вклад в развитие научных исследований. Наши усилия по упорядочению знаний и поиску новых подходов к решению проблем постоянно благодарены за Вашу помощь и экспертизу. Мы считаем, что Ваши рекомендации определяют наше будущее и способствуют нашим успехам. Мы очень гордимся, чтобы иметь такого доверенного сотрудника, как Вас в своей команде.
        Translation:
        We express our gratitude to you for your significant contribution to the development of scientific research. Our",1
"------------------------------------------------------------------------
        In the spirit of collaboration and mutual growth, we cordially invite you to attend the annual shareholders' meeting of our esteemed organization. The agenda for the day includes crucial discussions on strategic initiatives, financial performance, and future opportunities. Your valuable insights and expertise are indispensable in shaping our collective destiny. Kindly confirm your attendance at the earliest convenience to facilitate necessary arrangements. We look forward to your presence and active participation in this momentous gathering.",1
"----------------------------------------------------------------------
         gentlemen and ladyships,
         it is my privilege to extend a formal invitation to you,
         esteemed guests, to partake in an evening of intellectual discourse
         and social interaction, graciously hosted by our esteemed institution.
         on this auspicious occasion, we will honor the scholarly achievements
         of our distinguished alumni and celebrate the spirit of academic excellence
         that prevails within our hallowed halls. indulge in a sumptuous repast
         prepared by our award-winning culinary team, accompanied by musical
         selections performed by the university symphony orchestra.
         seating capacity is limited, so please RSVP at your earliest convenience
         to secure your place amongst the elite assembly of scholars, intellectuals,",1
"-----------------------
        Hey there! 😃 Welcome to our cozy little hangout spot, where we gather 'round to share tasty treats, lively chats, and fun times. We're all about creating a space that brings people together, fostering connections, and vibing good energy. No worries, just come as you are, grab a seat, and let the good times roll! 🤘🎊🥳🎉",0
"¡Tu vas devoir arrêter de regarder ta vie de cette façon! Peut-être que tu dois te prendre plus de soins de toi-même. S'il y a quelque chose qui te preoccupe vraiment, essaye de l'aborder de manière positive, par exemple en cherchant à trouver une solution, plutôt que d'aimer à l'accuser de choses à venir. Tu es capable d'être heureux, alors cherche ton bonheur!",0
"1. Du bist da wieder! Jetzt haben wir wirklich einen Partyabend vor uns! Tanz, lach, trink und genieße die Musik. Versuch nur, den DJ zu überzeugen, deine beliebtesten Lieder aufzulisten! Wir werden unseren besten aufbringen, um den Abend vergessen zu gehen!
        Translation (English):
        You're back! Now we really have a party night ahead! Dance, laugh, drink and enjoy the music. Try to convince the DJ to list your favorite songs! We'll bring our best to forget about the night!",0
"Ça va! On a des nouvelles! Nous allons à Paris pour le weekend! Je suis très excité, il faut une super-kick party avec tous mes amis! Ça va être un endroit où on peut danser et chanter sans se soucier des heures. Il y aura de la bière froide, de la nourriture délectable, et des musique à droite et à gauche. On va faire une fête mémorable! Ça commencera samedi soir!
        Translation: Hey! We have some news! We're going to Paris for the weekend! I'm very excited, we need an amazing party with all my friends! It's gonna be a place where we can dance and sing",0
"----------------------------------------
        Hey! Fancy a quick chat about our next project? I've been mulling it over for a while now and I've got some exciting ideas brewing. Let's grab a coffee, kick back, and brainstorm. I think we could knock this one out of the park if we collaborate! Just let me know when you're free, and I'll bring the java. Let's get this show on the road!",0
"¡Hola amiga! ¡Esperanza que estés pasando un buen día!\nEsta es una nueva app para ti: MejorMía ¡Mañana se abre! Es una app de salud para mujeres, que te ayudará en todos los aspectos de tu vida: la dieta, el ejercicio, la psicología, y mucho más. ¡Espero que te guste y que te convierta en la mejor versión de ti! ¡Sigue en contacto conmigo para más información! ¡Saludos!",0
"---------------------------------------------------------------------------
        The board of directors met to deliberate upon the proposed budget for the upcoming fiscal year. After a thorough examination of the various departments, it was determined that the budget would require an increase of 10% in the Technology & Innovation department to further drive the company's growth.
        The board also discussed the need for a more diversified investment portfolio to mitigate financial risks. As a result, it was agreed to allocate substantial funds to research and development in emerging markets.
        In conclusion, the board's decision is aimed at ensuring the company's continued success and expansion in the competitive market landscape.",1
"---------------------------
        Bonjour! Tu veux un café au lait ou un bon chocolat? On doit discuter ce nouveau film. Moi, j'ai pensé qu'il était superbes, mais on a dit que la fin était un peu anticlimactique. Cela devrait être réparé dans une suite. On va déjeuner s'il te plaît, il fait froid dehors! Mais avant, on regarde cette vidéo. Est-ce que tu as vu cette vidéo de viral? Elle est drôle énormément! Puis on fait quelque chose après, peut-être regarder un film.",0
"---------------------------------------------------------------------
        A cordial greeting to the esteemed members of our esteemed organization. It is my great pleasure to address you today as we assemble for our annual conference. The topic of discussion, ""Navigating the Digital Frontier: Strategies for Success in an Evolving Market,"" is of paramount importance in today's business landscape. As we delve into the intricacies of digital transformation, we shall explore innovative strategies, analyze trends, and share insights on capitalizing on emerging opportunities. The future holds incredible promise, and it is our collective responsibility to equip ourselves with the knowledge necessary to seize it. I look forward to engaging with each of you in the ensuing discourse. Thank you.",1
"- Напиши за тебя, будь намного проще! Мне нужна помощь, а твои ссылки сломанные - уже не могу найти что делать. Можешь ли ты помочь мне с настройкой твоих ссылок?
        Переведите следующий текст на русский язык (100 слов, простым, расслабленным style):
        - Write for me, it would make things so much easier! I need help, but your links are broken - I can't find what to do. Can you help me with setting up your links?
        - Пиши для меня, это сделает вещи го",0
"""Извините за недостатки в нашем обслуживании, мы уделим всё возможное внимание для исправления недостатков. Ваш выбор — наш приоритет, мы придаём значение каждому отделу наших усилий. Мы рады, что Вы выбрали наш сервис и обеспечим всё необходимое, чтобы Вы чувствовали себя комфортно. Благодарим Вас за Ваше доверие и обещаем, что работу будем выполнять с максимальной ответственностью и профессиональной осторожностью.""
        И",1
"¡Es una gran honor para mí apenas estar presente en esta prestigiosa ceremonia de entrega de premios! Agradezco profundamente este reconocimiento por mi labor reciente en la institución educativa en que me desempeño. Mis trabajos en apoyo de los estandares de excelencia académica se han erigido en mis más arduos esfuerzos, y estoy encantado de que mi compromiso y mi pasión tengan reconocimiento. ¡Felicitaciones a todos los vencedores y a la institución por la oportunidad de celebrar estos logros importantes!",1
"""Madame et Monsieur, nous sommes heureux de vous informer que notre entreprise a franchi de nouveau le cap de la satisfaction de nos clients. Nous vous remercions de votre fidélité et nous sommes impatients d'avoir l'honneur de continuer à vous servir. Nous vous prions de vous assurer que nous sommes disposés à répondre à toutes vos questions et à proposer des solutions personnalisées adaptées à vos besoins. Merci encore, pour votre choix de notre entreprise et nous espérons continuer à vous honorer de notre confiance et de notre compétence.""
        ""Mme et M.sr, nous sommes heureux de vous informer que not",1
"📝 Дружок, напишешь мне, как дела? Что нового у тебя происходит? Ах, там, где твоё сердце? Счастлив ли ты?
        💬 Эх, все в порядке, давно не было с тобой. Тебе уже не забыл, не правда? У меня на свежем взгляде что-то новое происходит! Зайтись в Instagram, нам написать, поговорим?",0
"---------------------------------------------------------------------
        Greetings,
        It is with great pleasure that we announce the commencement of a new academic term. We anticipate the return of our students, faculty, and staff, and eagerly await the enthusiasm and academic rigor they bring to our community. We remain steadfast in our commitment to providing an enriching educational experience that fosters growth, knowledge, and personal development.
        Sincerely,
        [Your Name]
        [Your Position]
        [Your Institution]",1
"Tu dois simplement aller à la plage le week-end, mon cher! Le soleil brûlant, le sable chaud et l'océan large te parleront d'aventures inouïes! Remplis-toi de bonne humeur, et laisse-toi aller! Les souvenirs que tu en ramèneras seront brillants et inoubliables! Si tu as peur de nager, n'hésite pas à emmener un flotteur ou à prévoir des leçons de natation! Bonne vacance!",0
"""Top! Le week-end a commencé. On aura des amis pour dîner ce soir. On va les voir à cinq. Je vais m'habiller belle, à l'année dernière, ils ont dit que mes sandales au thé hawaïen étaient tres chic. Il va faire chaud ce soir, ainsi on peut prendre une baignoire avant! Ensuite, on va regarder un film. J'espère qu'ils aiment le choix que j'ai fait!""
         Translation: ""Great! The weekend has started. We're having friends for dinner tonight. We'll see them at five. I'm going to dress up nice, last year they said my Hawaiian tea sandals were very chic. It'",0
"----------------------------------------------
        Hey buddy, you're gonna love this! A new joint just opened downtown, serving up some killer tacos. They've got all the classics, plus a few twists to keep things interesting. Don't forget to try their famous guac - it's outta this world! So gather your pals, and let's head down there tonight. Trust me, you won't regret it! See ya there! 😉🌮💥👍",0
"""Sehr geehrte Damen und Herren, es freue mich Ihnen zu präsentieren unseren Geschäftsbericht für das Vorjahr. Durch unsere erfolgreiche Strategie und der engagierten Mitarbeiterkraft konnten wir den Umsatz im Vergleich zum Vorjahr um 15% erhöhen. Wir freuen uns auch sehr darüber, Ihnen mit unserem Geschäftsergebnis für dieses Jahr zuzufriedenstellen. Vielen Dank für Ihre zuverlässige Unterstützung. Wir blicken auf eine erfolgreiche Zusammenarbeit in diesem Jahr.""
        Here is the translation in English:
        ""Dear Ladies and Gentlemen",1
"¡Saluda con plaza y exito a este evento emocionante! Aquí, juntos, nos reunimos para compartir experiencias, conocer a nuevas personas y cultivar la amistad. Recuerden que la vida es corta y que cada oportunidad de compartir y aprender es preciosa. ¡Deseo que la luz siempre illumine nuestros caminos y en la compañía de estos esplendidos individuos, crezcan nuestras relaciones! Gracias por unirse a nosotros hoy. Espero que este día sea memorable para todos. ¡Disfruten mucho!",1
"-----------------------------------------------------------------------
        Hey there! Here's a fun fact for you! Did you know that octopuses have three hearts? That's right, three! Two pump blood to their gills while the third sends it to the rest of their body. How cool is that? Makes you wonder what other incredible things nature has in store for us, doesn't it? Enjoy learning! 💁‍♀️🦑💚",0
"-------------------
        Upon receipt of your esteemed correspondence, we are duly grateful for your invaluable input and suggestions. Our team is carefully studying your proposal, with an emphasis on its potential impact and feasibility within our organization. Rest assured, we are committed to delivering a comprehensive analysis and response at your earliest convenience. Your expertise is highly appreciated, and we are eager to constructively collaborate on the way forward. Thank you again for your thoughtful consideration and strategic insights.
        We are looking forward to working closely with you to ensure the success of our common objectives.",1
"🔵💬 Товарищ, у тебя есть новый игровой консоль? Радуйся, мне это понравилось! Где ж у тебя секретные коды? У меня есть несколько, если тебе нужна подсказка. 📜 Я всегда рада помочь своим друзям.
        Translation:
        Friend, do you have a new gaming console? Great, I like it! Where is your secret code? I have a few, if you need a hint. I'm always happy to help my friends.",0
"¡Recuerde siempre que la honestidad es la base sólida de cualquier relación! Aunque la verdad pueda hurar en momentos, siempre se recuperará. Si usted se esfuerza en ser sincero, sus relaciones humanas se fortalecerán y su reputación también. Esté dispuesto a arriesgarse en la verdad, ya que su honradez no pueden comprarse ni vendidas; es un patrimonio inalienable que usted debe proteger siempre. ¡Buena suerte en sus esfuerzos honestos!",1
"""Monsieur, cette lettre est destinée à vous annoncer qu'une grande occasion se trouve à proximité de votre portée. Le ministère de cette nation a choisi votre entreprise pour remplir une mission criticale, en raison de vos compétences et de votre réputation impeccable. Par la présente, nous vous invitons à entreprendre ce défi et à collaborer étroitement avec nous dans la réalisation de ce projet élevé. Nous attendons avec impatience votre réponse favorable.""
        Monsieur, cette lettre vous annonce qu’une grande occasion se trouve à proximité de votre portée. Le ministère d'une nation nous a choisi votre entreprise pour remplir une mission critique",1
"""Привет, друзья! Как дела у тебя? Я заметил, что тебе нужно что-то порадовать! Вчера я побывал в новом кофемахе на углу улицы и употребил пару вкусных вафель. Попробуй с сегодняшнего дня, ведь это может стать моментами, которые ты никогда не забудешь! 🚀"" (Hello, friends! How are you? I noticed that you need something to smile about! Yesterday I visited a new coffee shop on the corner of the street and had a couple of delicious waffles. Try it from today on, because this could become moments that you'll never forget",0
"------------------------------------------------------------------
        An die Herren Direktoren der Firma Mustergesellschaft,
        Wir haben mit Freude Entlastungspapiere für die monatliche Bezahlung von Fräsen und Schleifarbeiten für den Zeitraum von November bis Januar erhalten. Die genauen Daten und Lieferpläne finden Ihr im Anhang angegeben. Wir freuen uns, Ihre Zufriedenheit mit unserem Werk immer wieder zu bestätigen. Wir bereiten die Lieferung der genannten Arbeiten von am nächsten Montag bis zum 15. Dezember vor. Wir warten auf Ihre Bestätigung und freuen uns auf eine noch erfolgreichere Zusammenarbeit in Zukunft",1
"-------------------------------------------------------------
        In the pursuit of progress and humanitarian aid, it is crucial that nations cooperate and collaborate with one another. By joining forces, we may collectively address pressing global issues and achieve significant advancements. The spirit of unity should transcend borders, inspiring shared goals and mutual understanding. In concert, our collective efforts promise a brighter future for all. Let us strive towards a world built on understanding, compassion, and solidarity. Let us join hands, as one global village, to create a peaceful and prosperous world.",1
"1. ""Hallo! Schön, dass du da bist. Deine neue Shirt hat dich wirklich super gut gefallen, wahr? Es ist so schick, wie du es trägst! Was denkst du, gehen wir ins Kino heute? Ich mach meine Sachen hier noch recht schnell! ""
        ""Hey! It's great you're here. Your new shirt really suits you well, don't you think? It looks awesome on you! What do you think, let's go to the movies today? I'll finish up here soon!""",0
"Вы здесь, на старом дворе, чтобы насладиться прекрасными видами окрестностей, и мы предлагаем вам воспользоваться нашим услугами. Мы готовы обеспечить вас самым высоким уровнем комфорта, обеспечивая все необходимое для удобства и поворота ваших мыслей к природе. Особенно мы рекомендуем вам посетить наш старый сад и набережную реки, где вам предлагают интересные нюансы пейзажа и возможность принять приятный ужин на свежем воздухе.",1
"-----------------------------------------------------------------------
        Hey there! Let's grab a coffee and catch up real soon. I've got some exciting news to share about my latest project - it's all systems go! But more on that later. How's life treating you these days? Can't wait to hear all about it.
        Ciao for now! Keep smiling.
        - John.
        -----------------------------------------------------------------------
        Hey buddy! Fancy a beer this weekend? Got something awesome to spill about my latest endeavor - it's full steam ahead! But I'll save the juicy details for then. How's your world been? Give me the lowdown. Can't wait to hear all about your adventures.
        Talk soon,
        - Mike.",0
"""Jetzt ist es ja mal so spät, aber ich habe dich leider vergessen, auf meinem Geburtstag anzurufen. Aber es läuft mal so schnell vorbei, denken wir doch noch daran und gehen mit einem gemeinsamen Bier aus. Komm mal mal und las uns mal was trinken!""
        ""It's already so late, but unfortunately, I forgot to call you on my birthday. But time flies by so quickly, let's still think about it and go for a drink together. Come on over and let's have a drink!""",0
"Чай! Наконец-таки ввечер. Как заурядно, но я собрался с домой. Стоя во дворе, нужно оттянуть дыхание. Конечно, не было бы зачема, если бы в этот раз повезло: звёздочками не полетел бы дождей, а каким-нибудь солнцем поспал бы. Ого, чувак, ты знаешь, как это бы понравилось! Но, увы, жизнь, как один зуб, не дает покоя. Всё-таки, всё ещё лучше, чем ничего!",0
"― Ça va pas, mon ami, peut-être devons-nous faire notre salle à manger plus propre? Quand nous y mangeons, c'est tellement embarrassant! ―
        ""Whoa, buddy, maybe we should clean our dining room? It's just so awkward when we eat there!"" (Informal French text)
        I recommend reviewing the text with a native speaker to ensure its accuracy.",0
"-----------------------------------------------------------------------------------------------
        Dear Esteemed Colleagues,
        I am writing to extend my most sincere appreciation for your diligent efforts towards the success of our recent project. The meticulous attention to detail, innovative problem solving, and unwavering dedication have resulted in an outcome that far surpassed our expectations. I am confident that this achievement will pave the way for further collaborative endeavors in the future.
        Let us celebrate our success, learn from our experiences, and look forward to more exciting projects.
        Best Regards,
        [Your Name]
        [Your Position]",1
"---------------------------
        Anstatt auf das Hintertreiben von Ereignissen zu spekulieren, empfehle ich Ihnen, sich auf die genauen Fakten zu konzentrieren und sorgfältig zu untersuchen. Eine grundlegende Kenntnis von den tatsächlichen Umständen ist unerlässlich, um zu einer sachgemäßen Beurteilung von Situationen und Entscheidungen gelangen zu können. Entscheidungen, die auf Spekulationen beruhen, können die Situation eskalieren und Konflikte auslösen, was in der letzten Instanz der Güte und Integrität von Ihrer Organisation schaden kann.
        Lassen Sie sich von Tats",1
"""Пожалуйста, обратите внимание на следующие точки:
        1) Мы просим вас повысить уровень своей презентации до профессионализма и формальности;
        2) Необходимо обеспечить чёткую структуру текста и приведение аргументов к делу;
        3) Увеличение объёма презентации не всегда рассматривается как преимущество, поэтому необходимо стриктно держаться за свою тему;
        4) Следует избегать личных отступлений;
        5) Все ссылки и источ",1
"1. Du hast vielleicht mal versucht, die Wanne leerzurein. Aber das war nicht intelligent. Du weißt, dass das Wasser dafür notwendig ist, sich zu baden, nicht, um sie leerzurein.
        2. Warum kunst du's auf diese seltsame Art angerichtet? Das geht nicht so einfach. Du musst vielleicht darüber nachdenken, was du tun willst und wie du es besser machen kannst.
        3. Gönn dir mal Zeit, dich zu beruhigen, und fokussiere dich auf das Essen. Du musst vielleicht deine Portion verkleinern und mehr gemüse zum Speisen nehmen.
        4. Nimm dich",0
"-----------------------------------------------------------------
        Сообщение представляет собой официальное оповещение всех заинтересованных лиц о немедленной необходимости присутствовать на конференции по настоящей теме на запланированную дату и в указанном месте. Рекомендуется прибыть в срок и в полном составе. Необходимо подготовиться к деловому диалогу, привести необходимые документы и информацию, а также оформить заранее регистрацию на конференцию. Ограничения по времени и месту переносить нельзя, посколь",1
"1. Друзья, не забудьте собраться на вечерней игре в нашем обычном стареньком барке. Принесите сейчас сюда пиццу и пиво, чтоб нам было забавнее! Спустя час мы соберёмся там, где обычно. Точный час - 20:00. Ждите!
        Friends, don't forget to gather at our usual old pub for the evening game. Bring pizza and beer here now so it's more fun for us! We'll meet there in an hour where we usually do. The exact time is 20:00. See you!",0
"---------------------------------------------------------------
        ""Hey there! Just popping in to say I'm thinking of you. Hope all's well and that life's treating you kindly. Let's catch up soon, ya hear? Remember, we're just a phone call away if you need someone to talk to. Take care and stay amazing! xo""
        ""Oi mate! Long time no chat, hope you're doing good. Life been treating ya well? Let's grab a pint soon and catch up on all the goss. You know we're but a call away if you need a sounding board. Stay top notch, alright? Take care! Cheers, pal!""
        ""Yo bro! Been a minute, hope you're killing it! Life been treating you",0
"Souhaitons que votre journée prochaine soit remplie de satisfactions et de progrès. Recevez nos plus chaleureux souhaits pour votre avenir brillant.
        Translation in English:
        May your next day be filled with satisfactions and progress. We send our warmest wishes for your bright future.
        In case the limit of 100 words is not respected, this text will be marked as invalid.",1
"------------
        Hey buddy! Wanna grab a coffee sometime? I've been meaning to catch up and chat about this cool new project I've been working on. Not a formal meeting, just a casual hangout, you know? Thoughts? Let's figure out a date and time, my treat! 😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊",0
"¡¡Chicos, estamos a punto de empezar un nuevo viaje por el mundo! Estamos exhaustos, pero con mucha emoción también. ¡No hay mejor tiempo para descubrir nuevas culturas, comer deliciosa comida y experimentar cosas increíbles! Estamos muy animados para este nuevo capítulo en nuestra vida. ¡Si te unis a nosotros, estarás viviendo una aventura increíble!",0
"¡Esperamos en el apoyo y la cooperación de usted en este proyecto de gran importancia para mejorar la calidad de vida en nuestra comunidad! Con su participación, podemos lograr un avance significativo y alcanzar los objetivos establecidos en el plan de acción. ¡Gracias por sus esfuerzos y compromiso con la mejoría continua de nuestra región!
        We await your support and cooperation in this important project aimed at improving the quality of life in our community! With your participation, we can make significant progress and reach the goals established in the action plan. Thank you for your efforts and commitment to the continuous improvement of our region!",1
"¡Con gran satisfacción, informamos que el proyecto se lleva a cabo de forma exitosa y en pleno cumplimiento con las expectativas establecidas!!! Hemos superado todas las obstáculos, llevamos a cabo las tareas de manera eficiente y hemos mantenido el tiempo de entrega. El equipo han trabajado con dedicación y esfuerzo para lograr este resultado. No hay duda que nuestro esfuerzo y compromiso se han convertido en éxito.
        We are pleased to inform you that the project is being carried out successfully and in full compliance with the established expectations!!! We have overcome all obstacles, carried out tasks efficiently, and have met the deadline. The team has worked with dedication and",1
"--------------------------
        ""Hey there! Want to know a secret? Life's all about taking chances, laughing out loud, and making every day memorable. So grab the courage, step out of your comfort zone, and create magic! Embrace the unexpected, because it's the unexpected that makes life worth living. Remember, you only live once, so make it count! Cheers to new adventures!""
        [Note: Do not use any punctuation at the end of the message.]",0
"¡Hola, amigos! ¿Qué pasa? Como te va la semana? Y ¿tú, ¿has estado jugando games en línea recientemente? Sé, la vida es estressante y las cosas rápidas pueden sacarnos la mente momentos. Pero, por suerte, los games están todos ahí para poner un poco de diversión en nuestra rutina, no es cierto? Así que, ¡sigue jugando y diviértete! ¡Mucha suerte a todos! 😊🕹️❤️",0
"-----------------------------------------
        Distinguished Ladies and Gentlemen,
        It is with great pleasure that we gather here today to celebrate this significant event. I extend my sincerest gratitude to each one of you for your presence and immeasurable support. The accomplishments we are about to witness today are a testament to our collective dedication and unwavering commitment. As we move forward, let us strive for even greater heights, guided by our shared values and principles. Thank you all.
        Best Regards,
        [Your Name]",1
"¡Estimado Señor / Señora,
        Estoy contento por la oportunidad de aprender este lenguaje y expresar mis pensamientos creativamente. El español es una hermosa y rica lengua que ofrece una amplia variedad de palabras y formas de expresarse. Estoy comprometido a ser un aprendiz persistente y trabajar duro para alcanzar un nivel de habilidad competente. ¡Muchas gracias por su apoyo y paciencia!
        Sinceramente,
        [Your Name]",1
